Crime_ID	Crime_Type	Crime_Severity	Datetime	Address	Neighborhood	City	State	Postal_Code	Latitude	Longitude	Police_Beat	Victim_Age	Victim_Gender	Ethnicity	Offender_Age	Offender_Gender	Ethnicity	Relationship	Weapon_Used	Location_Type	Reported_To_Police	Case_Status	Arrest_Made	Domestic_Case	Gang_Related
1500	Cybercrime	low	22.12.2024 21:18	420 Aspen Ln	Midtown	Hill City	NJ	7020	40.7575	-74.1540	120	42	Male	Asian	40	Male	Asian	Stranger	None	Home	Yes	Arrested	No	Yes	No
1501	Identity Theft	high	31.12.2024 3:03	421 Maple St	Central	Oceanview	CA	90011	34.0522	-118.2437	121				22	Male	Black	Stranger	Gun	Street	Yes	Open	Yes	No	Yes
1502	Bribery	medium	13.01.2024 18:42	422 Oak Ave	Riverside	Oceanview	CA	90012	34.0550	-118.2400	122				24	Male	Hispanic	Acquaintance	None	Home	Yes	Closed	No	No	No
1503	Extortion	low	26.01.2024 12:33	423 Pine Rd	Uptown	Oceanview	CA	90013	34.0575	-118.2380	123				22	Female	White	Stranger	Blunt Object	Business	Yes	Arrested	Yes	No	No
1504	Public Intoxication	medium	07.02.2024 8:44	424 Cedar Blvd	East End	Oceanview	CA	90014	34.0600	-118.2350	124	28	Female	White	35	Male	White	Stranger	None	Park	No	Open	Yes	Yes	Yes
1505	Disorderly Conduct	low	20.02.2024 19:55	425 Birch Ln	West Side	Oceanview	CA	90015	34.0625	-118.2320	125	31	Male	Black	29	Male	Hispanic	Acquaintance	Knife	Street	Yes	Closed	Yes	Yes	No
1506	Trespassing	medium	04.03.2024 5:21	426 Spruce St	Downtown	Oceanview	CA	90016	34.0650	-118.2300	126	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	Knife	Home	Yes	Open	Yes	No	No
1507	Weapons Violation	high	15.03.2024 11:39	427 Elm Ave	Harborview	Oceanview	CA	90017	34.0675	-118.2270	127				29	Male	Asian	Stranger	None	Business	Yes	Arrested	No	No	Yes
1508	Hate Crime	low	28.03.2024 22:50	428 Willow Rd	Greenfield	Oceanview	CA	90018	34.0700	-118.2250	128				23	Male	Black	Acquaintance	Gun	Street	No	Open	Yes	No	No
1509	Gang-Related Crime	high	09.04.2024 6:17	429 Chestnut Blvd	Old Town	Oceanview	CA	90019	34.0725	-118.2220	129				33	Female	Hispanic	Stranger	None	Park	Yes	Closed	No	Yes	Yes
1510	Traffic Violations	medium	23.04.2024 16:25	430 Aspen Ln	Midtown	Oceanview	CA	90020	34.0750	-118.2200	130	45	Male	White	50	Male	White	Stranger	Blunt Object	Home	Yes	Arrested	Yes	No	No
1511	DUI / DWI	low	05.05.2024 1:11	431 Maple St	Central	Summit City	TX	75011	32.7767	-96.7970	131	37	Female	Black	36	Male	Black	Acquaintance	None	Street	Yes	Open	No	No	No
1512	Animal Cruelty	medium	18.05.2024 14:48	432 Oak Ave	Riverside	Summit City	TX	75012	32.7790	-96.7950	132	29	Male	Hispanic	32	Male	Hispanic	Stranger	Knife	Home	Yes	Closed	Yes	No	Yes
1513	Illegal Gambling	low	30.05.2024 20:37	433 Pine Rd	Uptown	Summit City	TX	75013	32.7815	-96.7930	133				32	Male	Hispanic	Stranger	Gun	Business	Yes	Arrested	Yes	Yes	No
1514	Counterfeiting	medium	11.06.2024 9:56	434 Cedar Blvd	East End	Summit City	TX	75014	32.7840	-96.7900	134	25	Female	White	27	Male	White	Stranger	None	Park	No	Open	Yes	Yes	No
1515	Smuggling	high	24.06.2024 23:41	435 Birch Ln	West Side	Summit City	TX	75015	32.7865	-96.7880	135	34	Male	Black	31	Male	Black	Acquaintance	Blunt Object	Street	Yes	Closed	Yes	No	Yes
1516	Prostitution	low	06.07.2024 4:29	436 Spruce St	Downtown	Summit City	TX	75016	32.7890	-96.7860	136	19	Female	Hispanic	22	Male	Hispanic	Stranger	Knife	Home	Yes	Open	No	No	No
1517	Blackmail	high	19.07.2024 17:08	437 Elm Ave	Harborview	Summit City	TX	75017	32.7915	-96.7840	137				25	Male	Asian	Domestic Partner	None	Business	Yes	Arrested	Yes	No	Yes
1518	Kidnapping for Ransom	medium	02.08.2024 12:55	438 Willow Rd	Greenfield	Summit City	TX	75018	32.7940	-96.7820	138	28	Female	White	35	Male	Black	Stranger	Gun	Street	No	Open	No	Yes	No
1519	Cyberbullying	low	15.08.2024 21:33	439 Chestnut Blvd	Old Town	Summit City	TX	75019	32.7965	-96.7800	139	31	Male	Black	29	Male	Hispanic	Acquaintance	None	Park	Yes	Closed	Yes	No	No
1520	Child Abuse	medium	27.08.2024 7:44	440 Aspen Ln	Midtown	Summit City	TX	75020	32.7990	-96.7780	140	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	Blunt Object	Home	Yes	Arrested	No	No	Yes
1521	Theft	low	10.09.2024 18:11	441 Maple St	Central	Sunshine City	FL	33111	25.7617	-80.1918	141	45	Male	White	50	Male	White	Stranger	None	Street	Yes	Open	Yes	No	No
1522	Burglary	medium	22.09.2024 23:50	442 Oak Ave	Riverside	Sunshine City	FL	33112	25.7640	-80.1890	142	37	Female	Black	36	Male	Black	Acquaintance	Knife	Home	Yes	Closed	Yes	Yes	No
1523	Robbery	high	04.10.2024 5:18	443 Pine Rd	Uptown	Sunshine City	FL	33113	25.7665	-80.1860	143	29	Male	Hispanic	32	Male	Hispanic	Stranger	Gun	Business	Yes	Arrested	Yes	Yes	Yes
1524	Assault	low	16.10.2024 13:39	444 Cedar Blvd	East End	Sunshine City	FL	33114	25.7690	-80.1830	144				24	Male	Black	Stranger	None	Park	No	Open	Yes	No	No
1525	Aggravated Assault	high	29.10.2024 19:28	445 Birch Ln	West Side	Sunshine City	FL	33115	25.7715	-80.1800	145				35	Male	Asian	Acquaintance	Blunt Object	Street	Yes	Closed	No	No	Yes
1526	Homicide	medium	10.11.2024 8:14	446 Spruce St	Downtown	Sunshine City	FL	33116	25.7740	-80.1770	146	26	Female	Black	28	Female	Black	Domestic Partner	Knife	Home	Yes	Open	Yes	No	No
1527	Manslaughter	low	23.11.2024 22:45	447 Elm Ave	Harborview	Sunshine City	FL	33117	25.7765	-80.1740	147	39	Male	White	42	Male	White	Stranger	None	Business	Yes	Arrested	No	Yes	No
1528	Kidnapping	medium	05.12.2024 3:33	448 Willow Rd	Greenfield	Sunshine City	FL	33118	25.7790	-80.1710	148	30	Female	Hispanic	31	Male	Hispanic	Stranger	Gun	Street	No	Open	Yes	No	Yes
1529	Arson	low	18.12.2024 15:22	449 Chestnut Blvd	Old Town	Sunshine City	FL	33119	25.7815	-80.1680	149				27	Male	Black	Acquaintance	None	Park	Yes	Closed	No	No	No
1530	Vandalism	medium	30.12.2024 20:59	450 Aspen Ln	Midtown	Sunshine City	FL	33120	25.7840	-80.1650	150	27	Female	Asian	29	Male	Asian	Domestic Partner	Knife	Home	Yes	Arrested	Yes	No	No
1531	Fraud	high	01.01.2024 8:52	123 Maple St	Downtown	Metropolis	NY	10001	40.7128	-74.0060	1	36	Male	White	40	Male	Black	Stranger	Gun	Street	Yes	Open	Yes	Yes	Yes
1532	Embezzlement	low	29.04.2024 4:49	456 Oak Ave	West Side	Metropolis	NY	10002	40.7150	-74.0150	2	23	Female	Hispanic	25	Female	Hispanic	Stranger	None	Home	Yes	Closed	Yes	Yes	No
1533	Drug Possession	high	01.01.2024 5:51	789 Pine Rd	East End	Metropolis	NY	10003	40.7200	-74.0005	3				44	Male	Black	Acquaintance	Blunt Object	Business	Yes	Arrested	Yes	No	Yes
1534	Drug Trafficking	medium	17.11.2024 8:10	321 Cedar Blvd	Uptown	Metropolis	NY	10004	40.7255	-74.0120	4				30	Male	White	Stranger	Knife	Park	No	Open	No	No	No
1535	Domestic Violence	low	21.01.2024 10:04	654 Birch Ln	Southside	Metropolis	NY	10005	40.7300	-74.0085	5	32	Male	Asian	35	Male	Asian	Acquaintance	None	Street	Yes	Closed	Yes	No	No
1536	Sexual Assault	medium	15.05.2024 19:37	987 Spruce St	Midtown	Metropolis	NY	10006	40.7350	-74.0020	6	25	Female	Black	27	Male	Black	Domestic Partner	Gun	Home	Yes	Open	No	Yes	Yes
1537	Rape	low	27.01.2024 0:41	246 Elm Ave	Riverside	Metropolis	NY	10007	40.7405	-74.0105	7	38	Male	White	41	Male	White	Stranger	None	Business	Yes	Arrested	Yes	No	No
1538	Human Trafficking	medium	01.05.2024 18:08	135 Willow Rd	Old Town	Metropolis	NY	10008	40.7450	-74.0050	8				31	Male	Hispanic	Stranger	Blunt Object	Street	No	Open	No	No	No
1539	Stalking	high	26.04.2024 4:37	579 Chestnut Blvd	Harborview	Metropolis	NY	10009	40.7500	-74.0075	9	22	Male	Black	24	Male	Black	Acquaintance	None	Park	Yes	Closed	Yes	No	Yes
1540	Cybercrime	low	24.02.2024 6:46	864 Aspen Ln	Greenfield	Metropolis	NY	10010	40.7550	-74.0030	10	27	Female	White	30	Male	White	Domestic Partner	Knife	Home	Yes	Arrested	Yes	Yes	No
1541	Identity Theft	high	19.03.2024 8:55	103 Pine Rd	East End	Metropolis	NY	10003	40.7200	-74.0005	3	35	Male	Asian	38	Male	Asian	Stranger	Knife	Street	Yes	Open	Yes	Yes	Yes
1542	Bribery	medium	01.01.2024 8:52	101 Maple St	Downtown	Metropolis	NY	10001	40.7128	-74.0060	1				33	Male	Black	Stranger	None	Home	Yes	Closed	Yes	No	No
1543	Extortion	low	29.04.2024 4:49	102 Oak Ave	West Side	Metropolis	NY	10002	40.7150	-74.0150	2				28	Male	White	Acquaintance	Gun	Business	Yes	Arrested	No	No	No
1544	Public Intoxication	medium	01.01.2024 5:51	103 Pine Rd	East End	Metropolis	NY	10003	40.7200	-74.0005	3	23	Female	Hispanic	25	Female	Hispanic	Domestic Partner	None	Park	No	Open	Yes	No	Yes
1545	Disorderly Conduct	low	17.11.2024 8:10	104 Cedar Blvd	Uptown	Metropolis	NY	10004	40.7255	-74.0120	4	40	Male	Black	42	Male	Black	Stranger	Blunt Object	Street	Yes	Closed	No	Yes	No
1546	Trespassing	medium	21.01.2024 10:04	105 Birch Ln	Southside	Metropolis	NY	10005	40.7300	-74.0085	5	29	Female	White	31	Male	White	Stranger	None	Home	Yes	Open	Yes	No	No
1547	Weapons Violation	high	15.05.2024 19:37	106 Spruce St	Midtown	Metropolis	NY	10006	40.7350	-74.0020	6	34	Male	Asian	37	Male	Asian	Acquaintance	Knife	Business	Yes	Arrested	No	No	Yes
1548	Hate Crime	low	27.01.2024 0:41	107 Elm Ave	Riverside	Metropolis	NY	10007	40.7405	-74.0105	7	28	Female	Black	30	Male	Black	Domestic Partner	Gun	Street	No	Open	Yes	No	No
1549	Gang-Related Crime	high	01.05.2024 18:08	108 Willow Rd	Old Town	Metropolis	NY	10008	40.7450	-74.0050	8				25	Male	White	Stranger	None	Park	Yes	Closed	Yes	Yes	Yes
1550	Traffic Violations	medium	01.01.2024 8:52	109 Chestnut Blvd	Harborview	Metropolis	NY	10009	40.7500	-74.0075	9				40	Male	Hispanic	Stranger	Blunt Object	Home	Yes	Arrested	Yes	Yes	No
1551	DUI / DWI	low	29.04.2024 4:49	110 Aspen Ln	Greenfield	Metropolis	NY	10010	40.7550	-74.0030	10				33	Male	Black	Acquaintance	Knife	Street	Yes	Open	Yes	No	No
1552	Animal Cruelty	medium	01.01.2024 5:51	111 Maple St	Downtown	Metropolis	NY	10011	40.7129	-74.0061	1	25	Female	White	27	Male	White	Domestic Partner	None	Home	Yes	Closed	No	No	Yes
1553	Illegal Gambling	low	17.11.2024 8:10	112 Oak Ave	West Side	Metropolis	NY	10012	40.7151	-74.0151	2	36	Male	Asian	38	Male	Asian	Stranger	Gun	Business	Yes	Arrested	Yes	No	No
1554	Counterfeiting	medium	21.01.2024 10:04	113 Pine Rd	East End	Metropolis	NY	10013	40.7201	-74.0006	3	31	Female	Black	33	Male	Black	Stranger	None	Park	No	Open	No	Yes	No
1555	Smuggling	high	15.05.2024 19:37	114 Cedar Blvd	Uptown	Metropolis	NY	10014	40.7256	-74.0121	4	27	Male	White	30	Male	White	Acquaintance	Blunt Object	Street	Yes	Closed	Yes	No	Yes
1556	Prostitution	low	27.01.2024 0:41	115 Birch Ln	Southside	Metropolis	NY	10015	40.7301	-74.0086	5				26	Female	Hispanic	Domestic Partner	None	Home	Yes	Open	No	No	No
1557	Blackmail	high	01.05.2024 18:08	116 Spruce St	Midtown	Metropolis	NY	10016	40.7351	-74.0021	6				45	Male	Black	Stranger	Knife	Business	Yes	Arrested	Yes	No	Yes
1558	Kidnapping for Ransom	medium	26.04.2024 4:37	117 Elm Ave	Riverside	Metropolis	NY	10017	40.7406	-74.0106	7	29	Female	White	32	Male	White	Stranger	Gun	Street	No	Open	Yes	Yes	No
1559	Cyberbullying	low	24.02.2024 6:46	118 Willow Rd	Old Town	Metropolis	NY	10018	40.7451	-74.0051	8	33	Male	Asian	36	Male	Asian	Acquaintance	None	Park	Yes	Closed	Yes	Yes	No
1560	Child Abuse	medium	03.01.2024 14:23	119 Chestnut Blvd	Harborview	Metropolis	NY	10019	40.7501	-74.0076	9	28	Female	Black	31	Male	Black	Domestic Partner	Blunt Object	Home	Yes	Arrested	Yes	No	Yes
1561	Theft	low	17.02.2024 9:12	120 Aspen Ln	Greenfield	Metropolis	NY	10020	40.7551	-74.0031	10	23	Male	White	26	Male	White	Stranger	Knife	Street	Yes	Open	No	No	No
1562	Burglary	medium	25.03.2024 22:45	121 Maple St	Downtown	Metropolis	NY	10021	40.7130	-74.0062	1				40	Male	Hispanic	Stranger	None	Home	Yes	Closed	Yes	No	No
1563	Robbery	high	08.04.2024 6:58	122 Oak Ave	West Side	Metropolis	NY	10022	40.7152	-74.0152	2	30	Male	Black	33	Male	Black	Acquaintance	Gun	Business	Yes	Arrested	No	Yes	Yes
1564	Assault	low	19.05.2024 18:30	123 Pine Rd	East End	Metropolis	NY	10023	40.7202	-74.0007	3	25	Female	White	28	Male	White	Domestic Partner	None	Park	No	Open	Yes	No	No
1565	Aggravated Assault	high	02.06.2024 11:15	124 Cedar Blvd	Uptown	Metropolis	NY	10024	40.7257	-74.0122	4				39	Male	Asian	Stranger	Knife	Street	Yes	Closed	No	No	Yes
1566	Homicide	medium	14.07.2024 23:50	125 Birch Ln	Southside	Metropolis	NY	10025	40.7302	-74.0087	5	32	Female	Black	34	Male	Black	Stranger	Gun	Home	Yes	Open	Yes	No	No
1567	Manslaughter	low	28.08.2024 7:40	126 Spruce St	Midtown	Metropolis	NY	10026	40.7352	-74.0022	6	26	Male	White	29	Male	White	Acquaintance	None	Business	Yes	Arrested	Yes	Yes	No
1568	Kidnapping	medium	11.10.2024 16:05	127 Elm Ave	Riverside	Metropolis	NY	10027	40.7407	-74.0107	7	25	Female	White	27	Male	White	Stranger	Blunt Object	Street	No	Open	Yes	Yes	Yes
1569	Arson	low	30.12.2024 20:22	128 Willow Rd	Old Town	Metropolis	NY	10028	40.7452	-74.0052	8				27	Male	White	Stranger	Knife	Park	Yes	Closed	Yes	No	No
1570	Vandalism	medium	12.01.2024 8:42	129 Chestnut Blvd	Harborview	Metropolis	NY	10029	40.7502	-74.0077	9	34	Male	Black	31	Male	Black	Acquaintance	None	Home	Yes	Arrested	No	No	No
1571	Fraud	high	03.03.2024 21:17	130 Aspen Ln	Greenfield	Metropolis	NY	10030	40.7552	-74.0032	10	19	Female	Hispanic	22	Male	Hispanic	Domestic Partner	Gun	Street	Yes	Open	Yes	No	Yes
1572	Embezzlement	low	27.05.2024 14:05	131 Maple St	Downtown	Metropolis	NY	10031	40.7131	-74.0063	1				24	Female	White	Stranger	None	Home	Yes	Closed	No	Yes	No
1573	Drug Possession	high	15.07.2024 2:33	132 Oak Ave	West Side	Metropolis	NY	10032	40.7153	-74.0153	2				22	Female	White	Acquaintance	Blunt Object	Business	Yes	Arrested	Yes	No	Yes
1574	Drug Trafficking	medium	09.09.2024 19:48	133 Pine Rd	East End	Metropolis	NY	10033	40.7203	-74.0008	3	42	Male	Asian	40	Male	Asian	Stranger	None	Park	No	Open	No	No	No
1575	Domestic Violence	low	21.10.2024 11:12	134 Cedar Blvd	Uptown	Metropolis	NY	10034	40.7258	-74.0123	4				22	Male	Black	Stranger	Knife	Street	Yes	Closed	Yes	No	No
1576	Sexual Assault	medium	30.06.2024 23:55	135 Birch Ln	Southside	Metropolis	NY	10035	40.7303	-74.0088	5				24	Male	Hispanic	Acquaintance	Knife	Home	Yes	Open	Yes	Yes	Yes
1577	Rape	low	08.04.2024 16:28	136 Spruce St	Midtown	Metropolis	NY	10036	40.7353	-74.0023	6				22	Female	White	Stranger	None	Business	Yes	Arrested	Yes	Yes	No
1578	Human Trafficking	medium	17.11.2024 5:03	137 Elm Ave	Riverside	Metropolis	NY	10037	40.7408	-74.0108	7	28	Female	White	35	Male	White	Stranger	Gun	Street	No	Open	Yes	No	No
1579	Stalking	high	25.12.2024 13:47	138 Willow Rd	Old Town	Metropolis	NY	10038	40.7453	-74.0053	8	31	Male	Black	29	Male	Hispanic	Acquaintance	None	Park	Yes	Closed	No	No	Yes
1580	Cybercrime	low	05.01.2024 14:23	139 Chestnut Blvd	Harborview	Metropolis	NY	10039	40.7503	-74.0078	9	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	Blunt Object	Home	Yes	Arrested	Yes	No	No
1581	Identity Theft	high	17.02.2024 9:15	140 Aspen Ln	Greenfield	Metropolis	NY	10040	40.7553	-74.0033	10				29	Male	Asian	Stranger	None	Street	Yes	Open	No	Yes	Yes
1582	Bribery	medium	23.03.2024 21:42	141 Maple St	Downtown	Metropolis	NY	10041	40.7132	-74.0064	1				23	Male	Black	Acquaintance	Knife	Home	Yes	Closed	Yes	No	No
1583	Extortion	low	01.04.2024 6:50	142 Oak Ave	West Side	Metropolis	NY	10042	40.7154	-74.0154	2				33	Female	Hispanic	Stranger	Gun	Business	Yes	Arrested	No	No	No
1584	Public Intoxication	medium	15.05.2024 18:33	143 Pine Rd	East End	Metropolis	NY	10043	40.7204	-74.0009	3	45	Male	White	50	Male	White	Stranger	None	Park	No	Open	Yes	No	Yes
1585	Disorderly Conduct	low	28.05.2024 3:21	144 Cedar Blvd	Uptown	Metropolis	NY	10044	40.7259	-74.0124	4	37	Female	Black	36	Male	Black	Acquaintance	Blunt Object	Street	Yes	Closed	Yes	Yes	No
1586	Trespassing	medium	11.06.2024 12:11	145 Birch Ln	Southside	Metropolis	NY	10045	40.7304	-74.0089	5	29	Male	Hispanic	32	Male	Hispanic	Stranger	Knife	Home	Yes	Open	Yes	Yes	No
1587	Weapons Violation	high	19.06.2024 23:08	146 Spruce St	Midtown	Metropolis	NY	10046	40.7354	-74.0024	6				32	Male	Hispanic	Stranger	None	Business	Yes	Arrested	Yes	No	Yes
1588	Hate Crime	low	02.07.2024 7:44	147 Elm Ave	Riverside	Metropolis	NY	10047	40.7409	-74.0109	7	25	Female	White	27	Male	White	Stranger	Gun	Street	No	Open	No	No	No
1589	Gang-Related Crime	high	30.07.2024 16:55	148 Willow Rd	Old Town	Metropolis	NY	10048	40.7454	-74.0054	8	34	Male	Black	31	Male	Black	Acquaintance	None	Park	Yes	Closed	Yes	No	Yes
1590	Traffic Violations	medium	08.08.2024 10:27	149 Chestnut Blvd	Harborview	Metropolis	NY	10049	40.7504	-74.0079	9	19	Female	Hispanic	22	Male	Hispanic	Stranger	Blunt Object	Home	Yes	Arrested	No	Yes	No
1591	DUI / DWI	low	21.08.2024 22:13	150 Aspen Ln	Greenfield	Metropolis	NY	10050	40.7554	-74.0034	10				25	Male	Asian	Domestic Partner	None	Street	Yes	Open	Yes	No	No
1592	Animal Cruelty	medium	04.09.2024 5:37	145 Birch Ln	Southside	Metropolis	NY	10045	40.7304	-74.0089	5	28	Female	White	35	Male	Black	Stranger	Knife	Home	Yes	Closed	No	No	Yes
1593	Illegal Gambling	low	14.09.2024 14:49	201 Oak St	Central	Gotham	NJ	7001	40.7350	-74.1724	11	31	Male	Black	29	Male	Hispanic	Acquaintance	Gun	Business	Yes	Arrested	Yes	No	No
1594	Counterfeiting	medium	25.09.2024 19:31	202 Maple Ave	Riverside	Gotham	NJ	7002	40.7380	-74.1700	12	22	Female	Hispanic	23	Female	Hispanic	Domestic Partner	None	Park	No	Open	Yes	Yes	No
1595	Smuggling	high	03.10.2024 1:22	203 Pine Rd	Uptown	Gotham	NJ	7003	40.7405	-74.1685	13	45	Male	White	50	Male	White	Stranger	Blunt Object	Street	Yes	Closed	Yes	Yes	Yes
1596	Prostitution	low	12.10.2024 13:55	204 Cedar Blvd	East End	Gotham	NJ	7004	40.7428	-74.1660	14	37	Female	Black	36	Male	Black	Acquaintance	Knife	Home	Yes	Open	Yes	No	No
1597	Blackmail	high	27.10.2024 20:44	205 Birch Ln	West Side	Gotham	NJ	7005	40.7450	-74.1642	15	29	Male	Hispanic	32	Male	Hispanic	Stranger	None	Business	Yes	Arrested	No	No	Yes
1598	Kidnapping for Ransom	medium	06.11.2024 9:12	206 Spruce St	Downtown	Gotham	NJ	7006	40.7475	-74.1620	16				24	Male	Black	Stranger	Gun	Street	No	Open	Yes	No	No
1599	Cyberbullying	low	18.11.2024 23:58	207 Elm Ave	Harborview	Gotham	NJ	7007	40.7500	-74.1600	17				35	Male	Asian	Acquaintance	None	Park	Yes	Closed	No	Yes	No
1600	Child Abuse	medium	29.11.2024 7:46	208 Willow Rd	Greenfield	Gotham	NJ	7008	40.7525	-74.1580	18	26	Female	Black	28	Female	Black	Domestic Partner	Knife	Home	Yes	Arrested	Yes	No	Yes
1601	Theft	low	09.12.2024 15:29	209 Chestnut Blvd	Old Town	Gotham	NJ	7009	40.7550	-74.1560	19	39	Male	White	42	Male	White	Stranger	Gun	Street	Yes	Open	No	No	No
1602	Burglary	medium	22.12.2024 21:18	210 Aspen Ln	Midtown	Gotham	NJ	7010	40.7575	-74.1540	20	30	Female	Hispanic	31	Male	Hispanic	Stranger	None	Home	Yes	Closed	Yes	No	No
1603	Robbery	high	31.12.2024 3:03	211 Maple St	Central	Star City	CA	90001	34.0522	-118.2437	21				27	Male	Black	Acquaintance	Blunt Object	Business	Yes	Arrested	Yes	Yes	Yes
1604	Assault	low	13.01.2024 18:42	212 Oak Ave	Riverside	Star City	CA	90002	34.0550	-118.2400	22	27	Female	Asian	29	Male	Asian	Domestic Partner	Knife	Park	No	Open	Yes	Yes	No
1605	Aggravated Assault	high	26.01.2024 12:33	213 Pine Rd	Uptown	Star City	CA	90003	34.0575	-118.2380	23	36	Male	White	40	Male	Black	Stranger	None	Street	Yes	Closed	Yes	No	Yes
1606	Homicide	medium	07.02.2024 8:44	214 Cedar Blvd	East End	Star City	CA	90004	34.0600	-118.2350	24	23	Female	Hispanic	25	Female	Hispanic	Stranger	Gun	Home	Yes	Open	No	No	No
1607	Manslaughter	low	20.02.2024 19:55	215 Birch Ln	West Side	Star City	CA	90005	34.0625	-118.2320	25				44	Male	Black	Acquaintance	None	Business	Yes	Arrested	Yes	No	No
1608	Kidnapping	medium	04.03.2024 5:21	216 Spruce St	Downtown	Star City	CA	90006	34.0650	-118.2300	26				30	Male	White	Stranger	Blunt Object	Street	No	Open	No	Yes	Yes
1609	Arson	low	15.03.2024 11:39	217 Elm Ave	Harborview	Star City	CA	90007	34.0675	-118.2270	27	32	Male	Asian	35	Male	Asian	Acquaintance	None	Park	Yes	Closed	Yes	No	No
1610	Vandalism	medium	28.03.2024 22:50	218 Willow Rd	Greenfield	Star City	CA	90008	34.0700	-118.2250	28	25	Female	Black	27	Male	Black	Domestic Partner	Knife	Home	Yes	Arrested	No	No	No
1611	Fraud	high	09.04.2024 6:17	219 Chestnut Blvd	Old Town	Star City	CA	90009	34.0725	-118.2220	29	38	Male	White	41	Male	White	Stranger	Knife	Street	Yes	Open	Yes	No	Yes
1612	Embezzlement	low	23.04.2024 16:25	220 Aspen Ln	Midtown	Star City	CA	90010	34.0750	-118.2200	30				31	Male	Hispanic	Stranger	None	Home	Yes	Closed	Yes	Yes	No
1613	Drug Possession	high	05.05.2024 1:11	221 Maple St	Central	Central City	TX	75001	32.7767	-96.7970	31	22	Male	Black	24	Male	Black	Acquaintance	Gun	Business	Yes	Arrested	Yes	Yes	Yes
1614	Drug Trafficking	medium	18.05.2024 14:48	222 Oak Ave	Riverside	Central City	TX	75002	32.7790	-96.7950	32	27	Female	White	30	Male	White	Domestic Partner	None	Park	No	Open	Yes	No	No
1615	Domestic Violence	low	30.05.2024 20:37	223 Pine Rd	Uptown	Central City	TX	75003	32.7815	-96.7930	33	35	Male	Asian	38	Male	Asian	Stranger	Blunt Object	Street	Yes	Closed	No	No	No
1616	Sexual Assault	medium	11.06.2024 9:56	224 Cedar Blvd	East End	Central City	TX	75004	32.7840	-96.7900	34				33	Male	Black	Stranger	None	Home	Yes	Open	Yes	No	Yes
1617	Rape	low	24.06.2024 23:41	225 Birch Ln	West Side	Central City	TX	75005	32.7865	-96.7880	35				28	Male	White	Acquaintance	Knife	Business	Yes	Arrested	No	Yes	No
1618	Human Trafficking	medium	06.07.2024 4:29	226 Spruce St	Downtown	Central City	TX	75006	32.7890	-96.7860	36	23	Female	Hispanic	25	Female	Hispanic	Domestic Partner	Gun	Street	No	Open	Yes	No	No
1619	Stalking	high	19.07.2024 17:08	227 Elm Ave	Harborview	Central City	TX	75007	32.7915	-96.7840	37	40	Male	Black	42	Male	Black	Stranger	None	Park	Yes	Closed	No	No	Yes
1620	Cybercrime	low	02.08.2024 12:55	228 Willow Rd	Greenfield	Central City	TX	75008	32.7940	-96.7820	38	29	Female	White	31	Male	White	Stranger	Blunt Object	Home	Yes	Arrested	Yes	No	No
1621	Identity Theft	high	15.08.2024 21:33	229 Chestnut Blvd	Old Town	Central City	TX	75009	32.7965	-96.7800	39	34	Male	Asian	37	Male	Asian	Acquaintance	Knife	Street	Yes	Open	Yes	Yes	Yes
1622	Bribery	medium	27.08.2024 7:44	230 Aspen Ln	Midtown	Central City	TX	75010	32.7990	-96.7780	40	28	Female	Black	30	Male	Black	Domestic Partner	None	Home	Yes	Closed	Yes	Yes	No
1623	Extortion	low	10.09.2024 18:11	231 Maple St	Central	Keystone City	FL	33101	25.7617	-80.1918	41				25	Male	White	Stranger	Gun	Business	Yes	Arrested	Yes	No	No
1624	Public Intoxication	medium	22.09.2024 23:50	232 Oak Ave	Riverside	Keystone City	FL	33102	25.7640	-80.1890	42				40	Male	Hispanic	Stranger	None	Park	No	Open	No	No	Yes
1625	Disorderly Conduct	low	04.10.2024 5:18	233 Pine Rd	Uptown	Keystone City	FL	33103	25.7665	-80.1860	43				33	Male	Black	Acquaintance	Blunt Object	Street	Yes	Closed	Yes	No	No
